time,latitude,longitude,depth,mag,magType,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-11-25 16:49:32.041000+00:00,51.0334,175.1081,10.0,3.2,ml,259.0,1.81,0.44,us,us7000fx2g,2021-11-25 21:15:49.040000+00:00,"241 km SSE of Attu Station, Alaska",earthquake,8.2,2.0,0.09699999999999999,14.0,reviewed,us,us
2021-11-25 16:23:15.120000+00:00,17.9513,-66.8351,14.0,2.53,md,209.0,0.0501,0.2,pr,pr2021329010,2021-11-25 16:33:00.344000+00:00,"5 km SSW of Indios, Puerto Rico",earthquake,1.06,0.79,0.35,5.0,reviewed,pr,pr
2021-11-25 14:15:22.954000+00:00,-10.3806,166.7108,36.29,4.4,mb,91.0,5.058,0.54,us,us7000fx0s,2021-11-25 17:39:14.040000+00:00,"107 km ENE of Lata, Solomon Islands",earthquake,10.2,9.1,0.13,18.0,reviewed,us,us
2021-11-25 14:06:53.042000+00:00,-17.9411,-178.3796,615.06,4.4,mb,90.0,3.403,0.96,us,us7000fx0n,2021-11-25 14:26:36.040000+00:00,"244 km E of Levuka, Fiji",earthquake,12.2,9.3,0.040999999999999995,172.0,reviewed,us,us
2021-11-25 14:06:42.950000+00:00,19.32466667,-155.2016667,6.55,3.49,ml,114.0,,0.1,hv,hv72811222,2021-11-27 17:25:10.793000+00:00,"13 km SSE of Volcano, Hawaii",earthquake,0.22,0.3,0.156499199,39.0,reviewed,hv,hv
2021-11-25 13:44:25.614000+00:00,-10.9818,166.2622,58.38,4.7,mb,76.0,4.532,1.04,us,us7000fx0g,2021-12-01 21:51:53.338000+00:00,"58 km ESE of Lata, Solomon Islands",earthquake,9.1,6.8,0.11,26.0,reviewed,us,us
2021-11-25 12:39:43.439000+00:00,-10.8856,166.5019,29.37,4.9,mb,122.0,4.585,1.07,us,us7000fx0q,2021-11-26 13:03:35.040000+00:00,"79 km ESE of Lata, Solomon Islands",earthquake,11.4,6.6,0.106,28.0,reviewed,us,us
2021-11-25 12:04:10.050000+00:00,-10.7464,166.4849,39.91,6.0,mww,42.0,4.724,1.2,us,us7000fwzz,2021-12-01 21:54:14.913000+00:00,"75 km E of Lata, Solomon Islands",earthquake,8.5,6.6,0.098,10.0,reviewed,us,us
2021-11-25 10:54:38.410000+00:00,19.22516667,-155.4161667,33.94,2.72,ml,136.0,,0.13,hv,hv72811042,2021-11-27 02:13:11.730000+00:00,"7 km ENE of P?hala, Hawaii",earthquake,0.44,0.48,0.204773562,30.0,reviewed,hv,hv
2021-11-25 10:22:13.150000+00:00,17.9611,-66.7883,16.0,3.12,md,166.0,0.092,0.2,pr,pr2021329009,2021-11-25 12:57:11.113000+00:00,"4 km SE of Indios, Puerto Rico",earthquake,0.38,0.37,0.15,10.0,reviewed,pr,pr
2021-11-25 10:10:05.490000+00:00,40.2540016,-124.1473312,11.82,2.68,md,113.0,0.0187,0.07,nc,nc73657510,2021-11-25 16:47:23.943000+00:00,"14km SE of Petrolia, CA",earthquake,0.37,0.58,0.12,11.0,automatic,nc,nc
2021-11-25 08:10:08.360000+00:00,17.96,-67.0298,6.0,2.68,md,204.0,0.0172,0.13,pr,pr2021329007,2021-11-25 08:53:32.580000+00:00,"2 km SE of La Parguera, Puerto Rico",earthquake,0.39,0.17,0.08,5.0,reviewed,pr,pr
2021-11-25 06:55:13.188000+00:00,-6.295,128.4381,336.34,4.3,mb,82.0,3.2960000000000003,0.49,us,us7000fwyy,2021-11-25 07:15:05.040000+00:00,"288 km S of Ambon, Indonesia",earthquake,7.5,11.8,0.129,17.0,reviewed,us,us
2021-11-25 04:56:47.970000+00:00,17.9268,-66.9036,11.0,2.88,md,192.0,0.0541,0.19,pr,pr2021329004,2021-11-25 05:24:54.874000+00:00,"4 km S of Guánica, Puerto Rico",earthquake,0.43,0.37,0.19,10.0,reviewed,pr,pr
2021-11-25 04:31:08.810000+00:00,17.9026,-67.1441,3.0,2.61,md,254.0,0.1094,0.13,pr,pr2021329003,2021-11-25 05:02:06.306000+00:00,"9 km SSE of Pole Ojea, Puerto Rico",earthquake,0.39,0.31,0.12,4.0,reviewed,pr,pr
2021-11-25 04:25:08.880000+00:00,18.1433,-68.0785,88.0,3.7,md,176.0,0.4786,0.44,pr,pr2021329002,2021-11-29 04:17:59.040000+00:00,"59 km SE of Punta Cana, Dominican Republic",earthquake,2.41,1.6,0.14,19.0,reviewed,pr,pr
2021-11-25 03:56:01.601000+00:00,3.2634,124.1113,381.25,4.7,mb,62.0,3.9539999999999997,0.8,us,us7000fwxt,2021-11-29 04:05:11.040000+00:00,"213 km NNW of Manado, Indonesia",earthquake,7.9,6.1,0.052000000000000005,110.0,reviewed,us,us
2021-11-25 03:24:27.097000+00:00,-57.9577,-25.7053,54.37,5.0,mb,49.0,10.101,0.89,us,us7000fwxn,2021-11-29 03:31:00.040000+00:00,,earthquake,10.5,5.3,0.07200000000000001,61.0,reviewed,us,us
2021-11-25 03:18:30.824000+00:00,-32.7207,-70.1827,113.17,4.0,mb,109.0,0.313,0.44,us,us7000fwxm,2021-11-29 03:14:45.040000+00:00,"40 km ENE of Los Andes, Chile",earthquake,2.7,8.1,0.298,3.0,reviewed,us,us
2021-11-25 02:54:58.233000+00:00,-12.0654,-75.3961,89.25,4.1,mb,111.0,1.416,0.95,us,us7000fwxh,2021-11-29 00:23:42.040000+00:00,"4 km SSW of Chambara, Peru",earthquake,6.7,10.1,0.175,9.0,reviewed,us,us
2021-11-25 02:45:39.360000+00:00,18.184,-67.5521,6.0,2.58,md,269.0,0.2133,0.24,pr,pr2021329001,2021-11-25 03:12:22.187000+00:00,"35 km WSW of Stella, Puerto Rico",earthquake,1.6,1.29,0.15,3.0,reviewed,pr,pr
2021-11-25 01:56:20.080000+00:00,18.2595,-66.1065,19.0,2.67,md,84.0,0.0545,0.2,pr,pr2021329000,2021-11-25 02:37:02.643000+00:00,"0 km NW of Aguas Buenas, Puerto Rico",earthquake,0.42,0.34,0.14,3.0,reviewed,pr,pr
2021-11-25 01:53:34.360000+00:00,62.0534,-148.4569,13.5,2.8,ml,,,0.87,ak,ak021f44q1pb,2021-11-28 23:59:15.040000+00:00,"28 km N of Chickaloon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-11-25 01:36:52.200000+00:00,14.8942,52.3565,10.0,4.5,mb,159.0,9.844,0.91,us,us7000fwxc,2021-11-28 23:28:54.040000+00:00,"146 km S of Al Ghayz?ah, Yemen",earthquake,13.2,1.9,0.11,24.0,reviewed,us,us
2021-11-25 01:25:11.090000+00:00,14.7334,52.2659,10.0,4.6,mb,98.0,9.71,0.89,us,us7000fwx3,2021-11-28 23:21:59.040000+00:00,"163 km S of Al Ghayz?ah, Yemen",earthquake,11.1,1.9,0.105,27.0,reviewed,us,us
